loan_id,loan_date,account_date,loan_amount,loan_duration,account_age_at_loan_months,client_age_at_loan_years,card_type,has_card,district_name_region,district_inhabitants,district_urban_ratio,district_avg_salary,district_unemployment_rate,district_enterpreneurs_per_thousand_inhabitants,district_crimes_per_thousand_inhabitants,loan_salary_ratio,bad_payer
5624,1995-01-03,1993-08-10,177744,48,16,22,no card,0,Novy Jicin (north Moravia),161227,69.7,8678,5.57,102,28.5002,0.42671122,1
5625,1996-12-15,1995-11-29,222180,60,12,57,no card,0,Rokycany (west Bohemia),45714,55.6,8843,3.6,113,19.4251,0.41874929,1
5634,1997-05-01,1995-11-18,39024,12,17,60,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.33790524,0
5635,1996-10-04,1995-03-11,77184,36,18,41,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.17095925,0
5638,1997-08-27,1996-10-11,68124,12,10,39,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.53190293,0
5643,1997-09-21,1995-12-29,94512,12,20,44,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.73793685,1
5644,1998-11-27,1997-08-08,276084,36,15,34,classic,1,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.61151423,0
5651,1997-12-08,1996-10-12,19248,12,13,33,no card,0,Beroun (central Bohemia),75232,41.7,8980,2.21,111,37.391,0.17861915,0
5656,1997-02-09,1996-08-27,146064,24,5,43,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.57022393,0
5657,1994-07-05,1993-11-05,4980,12,8,41,no card,0,Vyskov (south Moravia),86513,50.5,8288,4.52,110,16.8761,0.05007239,0
5665,1998-03-11,1996-12-22,40632,12,14,52,no card,0,Pribram (central Bohemia),107870,58.0,8754,4.31,137,35.858,0.38679461,0
5669,1998-06-27,1997-05-20,71820,36,13,34,no card,0,Vyskov (south Moravia),86513,50.5,8288,4.52,110,16.8761,0.24070946,0
5674,1997-06-10,1996-09-02,207264,48,9,34,no card,0,Havlickuv Brod (east Bohemia),95907,59.1,8388,2.94,87,17.3918,0.51478302,0
5681,1997-10-20,1996-06-06,68664,24,16,17,no card,0,Jihlava (south Moravia),109164,63.6,8757,3.95,96,22.6357,0.32671006,0
5682,1997-03-07,1996-03-13,67464,12,11,61,no card,0,Chomutov (north Bohemia),125236,87.7,9675,7.68,100,41.4418,0.58108527,0
5683,1998-05-29,1997-04-08,140688,48,13,56,no card,0,Jindrichuv Hradec (south Bohemia),93931,56.9,8427,1.54,107,20.366,0.34781061,0
5693,1995-08-01,1994-12-08,44088,24,7,44,no card,0,Nymburk (central Bohemia),81344,55.3,8899,3.97,149,30.5739,0.20642769,0
5698,1998-09-22,1997-08-29,174840,60,12,47,no card,0,Jihlava (south Moravia),109164,63.6,8757,3.95,96,22.6357,0.33276236,0
5699,1998-05-24,1996-07-19,174960,24,22,20,no card,0,Svitavy (east Bohemia),102609,52.0,8187,5.45,94,20.7974,0.89043606,0
5706,1996-05-24,1994-08-30,161496,36,20,24,no card,0,Olomouc (north Moravia),226122,62.6,8994,4.79,110,40.7214,0.49877696,0
5713,1995-05-30,1993-07-27,158760,60,22,17,no card,0,Rychnov nad Kneznou (east Bohemia),78955,59.0,9060,2.44,124,21.7466,0.29205298,0
5718,1997-09-01,1995-10-28,14028,12,22,51,no card,0,Blansko (south Moravia),107911,50.9,8240,3.56,99,17.6349,0.14186893,0
5719,1997-09-20,1996-04-28,271584,48,16,21,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.45116019,0
5723,1994-09-10,1993-03-12,23628,12,17,40,no card,0,Louny (north Bohemia),85852,59.8,8965,8.23,104,32.8705,0.2196319,0
5724,1995-02-05,1993-03-24,316140,60,22,26,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.42014193,1
5725,1996-07-23,1995-08-15,444864,48,11,32,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.96300914,0
5731,1997-11-05,1997-05-08,460980,60,5,32,no card,0,Beroun (central Bohemia),75232,41.7,8980,2.21,111,37.391,0.85556793,1
5739,1995-01-02,1994-05-01,76380,12,8,37,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.50753528,0
5740,1995-04-02,1994-11-25,18564,12,4,32,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.12335539,0
5741,1996-11-03,1996-02-19,68544,24,8,20,no card,0,Litomerice (north Bohemia),114006,62.3,9065,5.39,123,36.5419,0.31505792,0
5750,1996-02-08,1994-04-07,63252,12,22,46,no card,0,Melnik (central Bohemia),94725,63.4,9920,2.87,130,51.1586,0.53135081,0
5754,1994-09-28,1993-01-19,23052,12,20,53,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.19409922,0
5758,1997-05-02,1996-04-23,307200,60,12,35,no card,0,Blansko (south Moravia),107911,50.9,8240,3.56,99,17.6349,0.62135922,1
5760,1998-09-18,1996-11-23,74916,36,21,56,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.16593573,0
5765,1998-02-10,1997-10-18,153936,24,3,48,no card,0,Chrudim (east Bohemia),105606,53.0,8254,3.76,97,22.0158,0.77707778,0
5772,1998-03-08,1997-07-08,334620,60,8,36,no card,0,Usti nad Orlici (east Bohemia),139012,61.9,8363,3.49,108,20.135,0.66686596,0
5773,1998-03-16,1996-04-18,133848,24,22,37,no card,0,Litomerice (north Bohemia),114006,62.3,9065,5.39,123,36.5419,0.61522339,0
5774,1998-07-12,1997-09-28,96984,36,9,26,no card,0,Mlada Boleslav (central Bohemia),112065,69.4,11277,1.44,127,44.501,0.23889332,0
5779,1997-10-14,1996-05-10,107352,36,17,57,no card,0,Plzen - jih (west Bohemia),67298,43.8,8561,1.29,110,16.7464,0.34832379,0
5782,1998-01-04,1997-06-16,63576,12,6,37,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.42245435,0
5784,1997-03-29,1996-09-22,84600,36,6,58,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.23744569,1
5790,1997-03-20,1996-11-19,84288,48,4,19,no card,0,Hodonin (south Moravia),161954,48.0,8720,4.5,116,22.5434,0.20137615,0
5799,1997-12-28,1997-01-25,106128,36,11,19,no card,0,Liberec (north Bohemia),159617,85.2,9198,4.28,131,38.417,0.32050446,0
5804,1995-04-05,1993-11-03,158976,48,17,56,no card,0,Usti nad Orlici (east Bohemia),139012,61.9,8363,3.49,108,20.135,0.39603013,0
5805,1995-11-28,1995-07-22,137904,24,4,27,no card,0,Praha - zapad (central Bohemia),75637,36.5,9622,0.59,154,46.6571,0.59717314,1
5808,1997-07-31,1996-05-26,41856,48,14,36,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.08810751,0
5815,1998-06-03,1997-10-05,151200,36,7,51,no card,0,Kutna Hora (central Bohemia),77963,51.5,8546,4.02,126,40.019,0.49145799,0
5817,1997-08-15,1996-05-03,100800,24,15,59,no card,0,Svitavy (east Bohemia),102609,52.0,8187,5.45,94,20.7974,0.51300843,1
5823,1998-06-21,1996-08-19,212976,36,22,24,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.47173272,0
5830,1997-08-28,1995-10-04,405780,60,22,46,no card,0,Uherske Hradiste (south Moravia),145688,40.7,8544,1.86,109,19.9467,0.79154963,0
5836,1994-08-27,1994-04-08,79632,24,4,35,no card,0,Zdar nad Sazavou (south Moravia),125832,48.3,8512,4.12,102,16.7128,0.38980263,0
5837,1994-06-29,1993-10-14,244560,60,8,26,no card,0,Breclav (south Moravia),124605,46.0,8772,4.98,126,25.3441,0.46466028,0
5841,1998-11-04,1997-02-20,41988,12,20,25,no card,0,Vsetin (north Moravia),148545,53.5,8909,5.56,113,24.1678,0.39274891,0
5850,1997-05-22,1996-02-04,164196,36,15,40,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.47391937,0
5856,1997-08-09,1996-07-23,51360,12,12,51,no card,0,Trebic (south Moravia),117897,53.8,8814,5.74,107,17.4644,0.48559111,1
5861,1994-12-08,1993-11-16,51408,24,12,45,no card,0,Rokycany (west Bohemia),45714,55.6,8843,3.6,113,19.4251,0.24222549,0
5862,1997-12-09,1996-04-29,100128,24,19,49,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.39089291,0
5865,1998-10-30,1997-01-08,327660,60,21,56,no card,0,Louny (north Bohemia),85852,59.8,8965,8.23,104,32.8705,0.60914668,0
5868,1997-03-29,1996-03-11,90156,12,12,50,no card,0,Jesenik (north Moravia),42821,48.4,8173,7.01,124,31.7134,0.9192463,0
5876,1995-02-08,1994-01-15,221280,48,12,26,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.43193104,0
5877,1995-02-23,1993-09-10,97224,24,17,43,no card,0,Karlovy Vary (west Bohemia),122603,80.0,8991,2.01,128,43.0087,0.45056167,0
5878,1997-04-01,1995-07-05,74040,12,20,41,no card,0,Opava (north Moravia),182027,56.4,8746,3.74,90,24.3535,0.70546536,0
5880,1995-10-31,1995-04-26,73836,36,6,28,no card,0,Most (north Bohemia),119895,89.9,10446,9.4,90,39.5596,0.1963431,0
5882,1994-09-26,1993-06-07,87816,12,15,33,no card,0,Ceska Lipa (north Bohemia),105058,81.0,9272,3.22,118,42.8811,0.78925798,0
5886,1996-10-31,1996-06-16,192744,36,4,32,no card,0,Uherske Hradiste (south Moravia),145688,40.7,8544,1.86,109,19.9467,0.62663858,0
5887,1994-10-03,1993-06-02,192744,36,16,23,no card,0,Prostejov (south Moravia),110643,51.9,8441,4.48,115,20.3538,0.63428504,0
5889,1998-02-09,1996-09-03,321240,60,17,28,no card,0,Ceske Budejovice (south Bohemia),177686,74.8,10045,1.71,135,35.4277,0.53300149,0
5892,1996-05-14,1995-12-27,66480,24,4,60,no card,0,Opava (north Moravia),182027,56.4,8746,3.74,90,24.3535,0.31671621,1
5893,1998-08-03,1997-04-13,86184,36,15,29,no card,0,Pelhrimov (south Bohemia),74062,61.4,8114,2.62,119,15.9461,0.2950456,0
5895,1997-01-03,1995-10-09,93960,60,14,34,no card,0,Jicin (east Bohemia),77917,53.5,8390,2.89,132,27.2341,0.18665077,0
5897,1996-09-25,1994-11-10,15192,24,22,23,no card,0,Karlovy Vary (west Bohemia),122603,80.0,8991,2.01,128,43.0087,0.07040374,0
5900,1996-01-01,1995-01-03,135360,48,11,20,junior,1,Svitavy (east Bohemia),102609,52.0,8187,5.45,94,20.7974,0.34444852,0
5906,1998-05-05,1997-08-03,81144,36,9,53,no card,0,Frydek - Mistek (north Moravia),228848,57.2,9893,4.72,96,25.7245,0.22783787,0
5909,1998-01-03,1997-02-06,61320,60,10,50,no card,0,Breclav (south Moravia),124605,46.0,8772,4.98,126,25.3441,0.11650707,0
5918,1994-06-04,1993-06-05,300204,36,11,30,no card,0,Plzen - jih (west Bohemia),67298,43.8,8561,1.29,110,16.7464,0.97406845,0
5922,1995-08-05,1994-08-27,20220,12,11,22,no card,0,Nymburk (central Bohemia),81344,55.3,8899,3.97,149,30.5739,0.18934712,0
5923,1996-10-10,1996-06-08,64656,48,4,49,no card,0,Plzen - jih (west Bohemia),67298,43.8,8561,1.29,110,16.7464,0.15734143,0
5930,1998-01-12,1997-09-24,66696,24,3,22,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.22159317,0
5931,1997-03-17,1996-07-21,66696,24,7,30,no card,0,Beroun (central Bohemia),75232,41.7,8980,2.21,111,37.391,0.30946548,1
5932,1997-06-18,1996-06-15,33348,12,12,26,no card,0,Nymburk (central Bohemia),81344,55.3,8899,3.97,149,30.5739,0.31228228,0
5933,1997-12-13,1996-12-12,87528,24,12,46,no card,0,Vsetin (north Moravia),148545,53.5,8909,5.56,113,24.1678,0.40936132,0
5938,1996-08-25,1995-10-15,402000,60,10,16,no card,0,Kladno (central Bohemia),149893,67.4,9753,5.05,109,39.308,0.68696811,0
5940,1997-05-28,1997-01-03,106944,24,4,44,no card,0,Vyskov (south Moravia),86513,50.5,8288,4.52,110,16.8761,0.53764479,0
5942,1997-03-15,1995-08-08,162624,48,19,39,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.33290754,0
5953,1997-03-14,1996-10-28,97176,24,4,42,no card,0,Mlada Boleslav (central Bohemia),112065,69.4,11277,1.44,127,44.501,0.35904939,0
5956,1997-11-04,1997-04-14,168264,36,6,47,no card,0,Opava (north Moravia),182027,56.4,8746,3.74,90,24.3535,0.53441573,0
5959,1995-08-11,1995-02-13,107640,24,5,35,no card,0,Benesov (central Bohemia),88884,46.7,8507,1.85,132,30.0842,0.52721288,0
5963,1997-09-07,1997-02-21,204780,60,6,44,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.34485198,0
5970,1995-07-09,1994-01-14,465072,48,17,47,no card,0,Zdar nad Sazavou (south Moravia),125832,48.3,8512,4.12,102,16.7128,1.13827538,0
5973,1997-11-24,1997-08-08,219456,48,3,37,no card,0,Nachod (east Bohemia),112709,73.5,8369,2.31,117,23.228,0.54630183,0
5976,1997-12-27,1996-12-18,465504,48,12,35,no card,0,Olomouc (north Moravia),226122,62.6,8994,4.79,110,40.7214,1.07827441,1
5977,1997-02-25,1996-06-08,59136,48,8,17,no card,0,Plzen - mesto (west Bohemia),170449,100.0,10787,3.09,131,36.7324,0.11421155,0
5980,1995-08-18,1994-06-04,21396,12,14,26,no card,0,Cesky Krumlov (south Bohemia),58796,51.9,9045,3.6,124,31.958,0.19712548,0
5988,1996-08-22,1996-02-04,141648,24,6,44,no card,0,Usti nad Orlici (east Bohemia),139012,61.9,8363,3.49,108,20.135,0.70572761,0
5989,1996-03-04,1995-04-13,213300,36,10,31,no card,0,Pardubice (east Bohemia),162580,72.8,9538,1.81,111,33.2759,0.62119941,0
5991,1998-07-27,1997-06-21,335184,48,13,20,no card,0,Bruntal (north Moravia),106054,63.1,8110,6.55,109,29.0324,0.86103576,1
5992,1997-03-18,1996-03-12,76080,12,12,17,junior,1,Kolin (central Bohemia),95616,51.4,9307,4.43,118,31.7938,0.68120769,0
5997,1993-11-04,1993-06-20,117024,24,4,58,no card,0,Ceske Budejovice (south Bohemia),177686,74.8,10045,1.71,135,35.4277,0.48541563,0
5999,1996-01-03,1994-02-06,98832,48,22,25,no card,0,Havlickuv Brod (east Bohemia),95907,59.1,8388,2.94,87,17.3918,0.24546972,0
6004,1994-07-23,1993-02-20,143904,24,17,43,no card,0,Pribram (central Bohemia),107870,58.0,8754,4.31,137,35.858,0.68494403,0
6006,1996-11-15,1995-07-29,359760,60,15,17,no card,0,Hradec Kralove (east Bohemia),161854,76.3,9425,2.5,125,24.0402,0.63618037,0
6007,1997-08-30,1996-10-14,289920,48,10,53,no card,0,Decin (north Bohemia),133777,84.7,8705,7.61,116,36.3216,0.69385411,0
6010,1997-03-06,1996-08-19,150180,60,6,59,no card,0,Prostejov (south Moravia),110643,51.9,8441,4.48,115,20.3538,0.29652885,0
6011,1996-11-28,1996-01-22,179328,48,10,23,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.37748813,0
6012,1996-08-03,1996-01-11,258444,36,6,30,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.57244239,0
6013,1996-02-03,1994-08-01,128988,36,18,56,no card,0,Strakonice (south Bohemia),70646,58.4,8547,3.64,120,21.8271,0.41921142,1
6014,1997-05-18,1996-02-12,165168,36,15,38,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.36584004,0
6015,1996-11-09,1995-12-15,110112,24,10,33,no card,0,Blansko (south Moravia),107911,50.9,8240,3.56,99,17.6349,0.55679612,0
6019,1996-07-25,1995-08-03,11400,12,11,16,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.09598868,0
6027,1996-02-10,1995-08-27,61656,24,5,42,no card,0,Rakovnik (central Bohemia),53921,41.3,8598,3.26,123,34.7731,0.29879042,1
6028,1997-02-09,1996-04-12,317520,60,9,28,no card,0,Kutna Hora (central Bohemia),77963,51.5,8546,4.02,126,40.019,0.61923707,0
6037,1997-05-04,1995-08-05,53232,48,20,32,no card,0,Olomouc (north Moravia),226122,62.6,8994,4.79,110,40.7214,0.12330443,0
6038,1994-08-10,1993-06-21,323472,48,13,53,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.53735747,0
6043,1996-01-11,1995-04-03,20352,48,9,47,no card,0,Jihlava (south Moravia),109164,63.6,8757,3.95,96,22.6357,0.04841841,0
6044,1998-01-27,1996-12-08,57060,12,13,54,no card,0,Frydek - Mistek (north Moravia),228848,57.2,9893,4.72,96,25.7245,0.48064288,0
6052,1998-03-23,1997-05-13,22356,36,10,57,no card,0,Kolin (central Bohemia),95616,51.4,9307,4.43,118,31.7938,0.06672397,0
6054,1998-07-16,1997-02-24,58764,12,16,52,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.4947964,0
6055,1997-04-28,1996-02-03,399120,60,14,54,no card,0,Prerov (north Moravia),138032,64.6,8819,5.66,99,32.6374,0.75428053,0
6059,1997-12-28,1997-06-29,79824,12,5,40,no card,0,Rakovnik (central Bohemia),53921,41.3,8598,3.26,123,34.7731,0.77366829,0
6063,1996-04-25,1995-08-18,320976,48,8,59,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.53321107,1
6064,1994-08-04,1993-07-01,14628,12,13,45,no card,0,Brno - venkov (south Moravia),157042,33.9,8743,2.43,111,24.7959,0.13942583,0
6066,1994-07-11,1993-06-23,173808,24,12,37,no card,0,Vsetin (north Moravia),148545,53.5,8909,5.56,113,24.1678,0.81288585,0
6072,1994-05-10,1993-10-25,193968,36,6,21,no card,0,Olomouc (north Moravia),226122,62.6,8994,4.79,110,40.7214,0.59906604,0
6073,1996-11-12,1995-07-14,276300,60,15,20,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.47849127,0
6075,1997-11-26,1996-01-12,129312,24,22,24,no card,0,Kladno (central Bohemia),149893,67.4,9753,5.05,109,39.308,0.5524454,1
6076,1997-02-02,1996-07-04,117420,60,6,30,no card,0,Semily (east Bohemia),75685,60.8,8208,2.26,155,28.0505,0.23842593,0
6077,1993-11-22,1993-01-13,79608,24,10,23,no card,0,Chrudim (east Bohemia),105606,53.0,8254,3.76,97,22.0158,0.40186576,0
6078,1998-09-09,1997-09-18,170832,48,11,28,no card,0,Cesky Krumlov (south Bohemia),58796,51.9,9045,3.6,124,31.958,0.39347706,0
6083,1998-03-31,1996-09-16,240528,48,18,41,no card,0,Pardubice (east Bohemia),162580,72.8,9538,1.81,111,33.2759,0.5253722,0
6087,1994-02-27,1993-04-29,300660,60,9,44,no card,0,Teplice (north Bohemia),128118,85.3,9317,7.07,97,53.6381,0.53783407,0
6088,1997-03-07,1996-10-20,90180,36,4,36,no card,0,Plzen - sever (west Bohemia),72541,36.9,8594,2.01,112,21.0226,0.29148243,0
6095,1997-01-24,1995-05-18,68340,60,20,43,no card,0,Kladno (central Bohemia),149893,67.4,9753,5.05,109,39.308,0.11678458,0
6097,1997-08-21,1996-09-06,202848,48,11,56,no card,0,Sumperk (north Moravia),127369,51.2,8369,5.88,107,22.0383,0.50495878,0
6103,1994-04-07,1993-05-21,149340,60,10,31,no card,0,Chrudim (east Bohemia),105606,53.0,8254,3.76,97,22.0158,0.30155076,0
6104,1997-09-05,1996-04-26,158184,36,16,44,no card,0,Pardubice (east Bohemia),162580,72.8,9538,1.81,111,33.2759,0.46068358,0
6109,1996-06-03,1994-10-22,368880,60,19,21,no card,0,Zdar nad Sazavou (south Moravia),125832,48.3,8512,4.12,102,16.7128,0.72227444,0
6111,1993-09-24,1993-04-14,174744,24,5,45,no card,0,Karlovy Vary (west Bohemia),122603,80.0,8991,2.01,128,43.0087,0.80980981,1
6112,1994-06-17,1993-03-22,174744,24,14,15,no card,0,Chomutov (north Bohemia),125236,87.7,9675,7.68,100,41.4418,0.75255814,1
6113,1997-10-01,1997-02-19,78696,36,7,26,no card,0,Olomouc (north Moravia),226122,62.6,8994,4.79,110,40.7214,0.24305092,0
6118,1997-10-04,1995-12-17,349392,48,21,43,classic,1,Hodonin (south Moravia),161954,48.0,8720,4.5,116,22.5434,0.83474771,0
6120,1994-09-11,1993-08-16,209184,48,12,41,no card,0,Usti nad Orlici (east Bohemia),139012,61.9,8363,3.49,108,20.135,0.52110487,0
6130,1996-07-18,1995-03-24,32640,48,15,53,no card,0,Hradec Kralove (east Bohemia),161854,76.3,9425,2.5,125,24.0402,0.07214854,0
6136,1998-04-19,1997-08-11,140880,60,8,40,no card,0,Cesky Krumlov (south Bohemia),58796,51.9,9045,3.6,124,31.958,0.25959093,0
6137,1996-04-10,1994-07-14,44628,12,20,52,no card,0,Rakovnik (central Bohemia),53921,41.3,8598,3.26,123,34.7731,0.43254245,0
6142,1997-01-21,1996-03-16,221880,60,10,53,no card,0,Nymburk (central Bohemia),81344,55.3,8899,3.97,149,30.5739,0.41555231,0
6144,1996-08-09,1996-02-27,44376,12,5,34,no card,0,Cesky Krumlov (south Bohemia),58796,51.9,9045,3.6,124,31.958,0.40884467,0
6147,1997-12-28,1996-07-10,177504,48,17,53,no card,0,Prachatice (south Bohemia),51428,52.7,8402,3.98,120,21.3697,0.4401333,0
6150,1994-11-02,1993-02-08,83016,12,20,15,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.6797681,0
6151,1995-04-25,1994-06-17,225420,60,10,46,no card,0,Trebic (south Moravia),117897,53.8,8814,5.74,107,17.4644,0.42625369,0
6153,1995-07-25,1994-11-15,285600,60,8,14,no card,0,Kolin (central Bohemia),95616,51.4,9307,4.43,118,31.7938,0.511443,0
6157,1995-07-10,1995-01-08,98592,24,6,31,no card,0,Praha - vychod (central Bohemia),92084,46.7,10124,0.54,141,46.8702,0.40576847,0
6168,1998-11-21,1997-09-04,99216,36,14,47,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.21975919,0
6169,1995-03-16,1993-07-20,103680,60,19,23,no card,0,Havlickuv Brod (east Bohemia),95907,59.1,8388,2.94,87,17.3918,0.20600858,1
6173,1997-01-08,1995-04-19,232560,48,20,57,no card,0,Ceske Budejovice (south Bohemia),177686,74.8,10045,1.71,135,35.4277,0.48232952,0
6175,1996-02-21,1995-01-25,290700,60,12,36,no card,0,Usti nad Orlici (east Bohemia),139012,61.9,8363,3.49,108,20.135,0.57933756,1
6178,1995-12-16,1995-07-05,232560,48,5,25,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.45394922,0
6185,1995-11-28,1995-06-08,31176,24,5,27,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.10358026,0
6190,1996-05-06,1995-07-14,123600,60,9,28,no card,0,Karvina (north Moravia),285387,89.9,10177,7.75,81,35.4186,0.20241722,0
6196,1997-09-14,1996-07-18,177804,36,13,26,no card,0,Kolin (central Bohemia),95616,51.4,9307,4.43,118,31.7938,0.53067584,0
6202,1994-04-18,1993-01-25,65184,12,14,36,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.54885319,0
6207,1998-06-23,1996-10-25,184620,60,19,34,no card,0,Jicin (east Bohemia),77917,53.5,8390,2.89,132,27.2341,0.36674613,0
6210,1994-06-06,1993-11-26,87216,48,6,30,no card,0,Cesky Krumlov (south Bohemia),58796,51.9,9045,3.6,124,31.958,0.20088447,1
6215,1998-06-18,1997-06-06,78720,48,12,54,no card,0,Plzen - jih (west Bohemia),67298,43.8,8561,1.29,110,16.7464,0.19156641,0
6216,1994-09-30,1993-09-07,141240,24,12,32,no card,0,Svitavy (east Bohemia),102609,52.0,8187,5.45,94,20.7974,0.71882252,0
6223,1994-11-03,1993-11-21,61056,48,11,37,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.10142732,0
6227,1995-03-04,1993-08-24,28248,24,18,25,no card,0,Pardubice (east Bohemia),162580,72.8,9538,1.81,111,33.2759,0.12340113,0
6228,1993-12-01,1993-03-19,464520,60,8,52,no card,0,Kutna Hora (central Bohemia),77963,51.5,8546,4.02,126,40.019,0.9059209,1
6229,1994-10-02,1993-04-22,11736,24,17,56,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.03899211,0
6232,1994-07-08,1993-08-28,276660,36,10,45,no card,0,Breclav (south Moravia),124605,46.0,8772,4.98,126,25.3441,0.87608299,1
6234,1998-05-28,1997-03-08,5148,12,14,35,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.0342078,0
6235,1998-04-19,1996-08-28,321360,60,19,23,no card,0,Karlovy Vary (west Bohemia),122603,80.0,8991,2.01,128,43.0087,0.59570682,0
6237,1998-01-06,1996-09-15,407952,48,15,23,no card,0,Prachatice (south Bohemia),51428,52.7,8402,3.98,120,21.3697,1.01154487,1
6239,1997-09-28,1996-09-19,360864,48,12,19,no card,0,Kutna Hora (central Bohemia),77963,51.5,8546,4.02,126,40.019,0.87970981,1
6242,1997-10-22,1997-06-15,26208,36,4,24,no card,0,Rokycany (west Bohemia),45714,55.6,8843,3.6,113,19.4251,0.082325,0
6244,1995-01-08,1994-03-07,270648,36,10,57,no card,0,Hl.m. Praha (Prague),1204953,100.0,12541,0.43,167,82.2497,0.59947373,1
6249,1997-07-30,1997-01-22,67608,24,6,34,no card,0,Brno - mesto (south Moravia),387570,100.0,9897,1.96,140,48.239,0.28463171,0
6253,1994-11-04,1993-12-27,59760,24,10,35,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.23329898,0
6254,1997-12-28,1996-11-11,247920,48,13,55,classic,1,Chomutov (north Bohemia),125236,87.7,9675,7.68,100,41.4418,0.53385013,0
6255,1997-02-08,1996-05-13,247920,48,8,39,no card,0,Bruntal (north Moravia),106054,63.1,8110,6.55,109,29.0324,0.63686806,1
6272,1994-12-20,1993-07-26,398640,60,16,34,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.62250539,0
6278,1997-06-10,1996-11-01,87360,24,7,60,no card,0,Kolin (central Bohemia),95616,51.4,9307,4.43,118,31.7938,0.39110347,0
6279,1994-06-07,1993-07-21,87360,24,10,31,no card,0,Louny (north Bohemia),85852,59.8,8965,8.23,104,32.8705,0.40602342,0
6283,1996-08-11,1995-04-05,85632,48,16,47,no card,0,Zlin (south Moravia),197099,74.7,9624,2.31,145,21.6389,0.18536991,0
6294,1995-02-12,1993-11-26,79920,60,14,41,no card,0,Plzen - mesto (west Bohemia),170449,100.0,10787,3.09,131,36.7324,0.12348197,0
6296,1996-08-06,1995-05-27,270384,48,14,34,no card,0,Beroun (central Bohemia),75232,41.7,8980,2.21,111,37.391,0.62728285,0
6297,1994-10-25,1993-08-01,17508,12,14,48,no card,0,Ostrava - mesto (north Moravia),323870,100.0,10673,5.44,100,56.6493,0.13670008,0
6302,1996-09-16,1995-03-15,181020,60,18,30,no card,0,Rychnov nad Kneznou (east Bohemia),78955,59.0,9060,2.44,124,21.7466,0.33300221,0
6303,1996-02-12,1995-10-09,72408,24,4,37,no card,0,Tachov (west Bohemia),51313,59.2,8930,4.2,108,28.2969,0.33784994,1
